"","VCF0009x","VCF0010x","VCF0011x","VCF0009y","VCF0009z","VCF0010z","VCF0011z","VCF0017","VCF0018a","VCF0018b","VCF0050a","VCF0050b","VCF0070a","VCF0071c","VCF0072a","VCF0102","VCF0104","VCF0106","VCF0108","VCF0110","VCF0112","VCF0113","VCF0114","VCF0118","VCF0127","VCF0128","VCF0130a","VCF0140","VCF0143","VCF0146","VCF0147","VCF0148a","VCF0149","VCF0156","VCF0157","VCF0209","VCF0210","VCF0211","VCF0212","VCF0218","VCF0223","VCF0224","VCF0227","VCF0228","VCF0232","VCF0233","VCF0253","VCF0290","VCF0291","VCF0303","VCF0305","VCF0310","VCF0346","VCF0349","VCF0358","VCF0359","VCF0360","VCF0361","VCF0370","VCF0371","VCF0372","VCF0373","VCF0374","VCF0380","VCF0386","VCF0392","VCF0412","VCF0413","VCF0414","VCF0415","VCF0424","VCF0425","VCF0426","VCF0427","VCF0428","VCF0450","VCF0475","VCF0481","VCF0487","VCF0493","VCF0501","VCF0502","VCF0503","VCF0504","VCF0605","VCF0606","VCF0609","VCF0613","VCF0624","VCF0648","VCF0649","VCF0656","VCF0700","VCF0702","VCF0703","VCF0704","VCF0705","VCF0707","VCF0708","VCF0709","VCF0710","VCF0712","VCF0713","VCF0714","VCF0717","VCF0718","VCF0719","VCF0720","VCF0721","VCF0723a","VCF0729","VCF0731","VCF0733","VCF0734","VCF0736","VCF0740","VCF0741","VCF0742","VCF0801","VCF0804","VCF0806","VCF0809","VCF0823","VCF0830","VCF0838","VCF0839","VCF0843","VCF0846","VCF0847","VCF0849","VCF0850","VCF0851","VCF0852","VCF0853","VCF0854","VCF0867","VCF0870","VCF0871","VCF0872","VCF0876","VCF0878","VCF0879a","VCF0880","VCF0881","VCF0886","VCF0887","VCF0888","VCF0890","VCF0894","VCF0901b","VCF0903","VCF0904","VCF0905","VCF0991","VCF0992","VCF1004","VCF1005","VCF1011","VCF1012","VCF1013","VCF1014","VCF9005","VCF9009","VCF9013","VCF9016","VCF9017","VCF9018","VCF9021","VCF9022","VCF9023","VCF9025","VCF9027","VCF9028","VCF9029","VCF9030a","VCF9030b","VCF9030c","VCF9031","VCF9032","VCF9039","VCF9040","VCF9041","VCF9042","VCF9045","VCF9047","VCF9048","VCF9049","VCF9054","VCF9069","VCF9081","VCF9084","VCF9085","VCF9086","VCF9087","VCF9088","VCF9089","VCF9092","VCF9093","VCF9094","VCF9095","VCF9096","VCF9122","VCF9131","VCF9132","VCF9133","VCF9201","VCF9202","VCF9203","VCF9204","VCF9205","VCF9206","VCF9207","VCF9208","VCF9209","VCF9210","VCF9211","VCF9212","VCF9213","VCF9214","VCF9215","VCF9216","VCF9217","VCF9218","VCF9219","VCF9220","VCF9221","VCF9222","VCF9223","VCF9224","VCF9225","VCF9226","VCF9227","VCF9228","VCF9229","VCF9230","VCF9231","VCF9232","VCF9233","VCF9234","VCF9235","VCF9236","VCF9237","VCF9238","VCF9239","VCF9240","VCF9241","VCF9242","VCF9243","VCF9244","VCF9245","VCF9246","VCF9247","VCF9248","VCF9249","VCF9250","VCF9251","VCF9252","VCF9253","VCF9255","VCF9256","VCF9257","VCF9258","VCF9259","VCF9260","VCF9261","VCF9262","VCF9263","VCF9264","VCF9265","VCF9266","VCF9267","VCF9268","VCF9269","VCF9270","VCF9271","VCF9272","VCF9273","VCF9275","VCF9277","VCF9278","VCF9279","VCF9280","VCF9281","VCF9282"
"3019",0,0,0,0.501,0.517,0.517,0.517,4,0,0,9,0,1,9,9,4,1,1,2,4,4,2,4,1,2,4,5,6,1,2,3,4,1,5,5,52,17,70,8,70,90,0,70,9,97,71,89,35,85,1,3,2,2,1,1,1,1,1,1,1,2,2,1,5,5,1,30,80,40,60,60,50,0,30,85,1,1,5,5,1,2,2,2,6,1,1,3,2,1,75,0,0,1,2,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,7,1,1,2,2,2,18,1,6,5,2,2,4,4,1,2,5,1,3,5,3,4,2,5,1,2,5,1,1,3,1,1,3,1,1,2,2,"CA",2,1,2,1,5,4,1,1,2,2,6,32,1,3,3,4,2,5,1,0,1,1,1,3,2,2,2,5,0,2,5,5,2,1,1,2,1,1,2,3,3,4,4,4,2,5,7,7,2,7,6,1,1,1,1,6,0,2,1,1,1,7,0,2,2,2,4,5,5,4,5,1,1,1,1,3,2,4,2,1,2,1,1,2,2,2,3,7,3,1,1,1,1,1,3,2,10,2,2,3,3,3,1,1,4,2,2,3,3,2,2,2,2,1,1,2,1,3,1,1,80,50,31,3,4,4,2,3,3,1,1,1,1,1
"3020",0,0,0,0.799,0.818,0.818,0.818,4,0,0,9,0,1,9,9,2,2,1,2,4,3,1,3,1,2,4,5,6,1,2,2,6,1,5,5,54,53,85,41,60,63,70,85,61,94,40,62,65,45,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,30,40,50,50,20,50,40,50,70,1,1,1,1,1,2,2,2,6,1,1,3,1,2,25,50,0,1,2,3,NA,3,1,1,4,4,1,2,1,1,1,1,1,1,1,1,1,2,5,NA,2,2,2,27,1,5,5,1,2,4,2,5,2,5,1,3,3,2,4,3,5,1,2,5,1,1,5,1,1,3,2,1,1,2,"GA",2,2,2,1,5,4,1,2,2,2,5,64,1,4,4,3,2,1,1,0,1,1,2,3,2,2,2,5,0,1,4,2,2,1,1,1,1,1,2,2,3,3,6,2,2,6,3,5,3,6,5,2,2,1,2,7,7,2,1,3,1,5,6,4,3,3,5,2,4,3,1,2,1,1,1,2,2,3,2,1,2,1,1,1,1,2,1,3,4,1,2,4,1,1,2,0,10,2,3,2,1,1,3,3,3,4,1,4,2,2,1,1,4,2,1,2,1,7,2,1,85,73,85,2,4,1,1,3,1,1,1,1,1,2
"3021",0,0,0,0.532,0.545,0.545,0.545,4,0,0,9,0,1,9,9,3,1,1,2,4,3,2,3,1,2,4,5,6,1,2,2,4,1,5,5,50,60,30,70,40,70,60,60,50,15,50,15,50,40,3,2,2,1,1,1,2,2,2,2,2,1,1,5,5,5,5,45,35,50,50,30,50,60,50,40,1,5,5,5,5,2,2,2,6,2,2,1,1,2,0,50,75,1,1,1,NA,3,1,2,4,4,1,3,2,1,1,1,1,1,1,1,1,2,1,NA,2,2,2,69,3,6,3,2,2,1,3,3,1,3,5,1,1,5,3,4,5,3,3,3,1,5,3,3,2,1,2,1,1,2,"WV",2,2,2,5,1,4,1,2,2,2,6,50,2,1,1,2,2,5,5,2,1,1,2,3,2,2,2,5,0,1,4,2,3,3,3,3,1,2,4,4,1,1,6,7,1,4,3,7,2,2,4,1,1,2,2,4,6,2,1,3,3,2,7,3,3,3,5,2,3,3,2,1,2,1,1,3,2,3,2,2,3,1,2,2,1,2,2,4,4,1,2,5,1,2,6,3,7,2,2,2,1,1,1,1,4,2,4,4,2,2,2,2,3,1,1,2,3,7,2,1,15,50,85,2,3,2,2,2,3,1,1,2,2,2
"3022",0,0,0,0.4,0.41,0.41,0.41,4,0,0,9,0,1,9,9,5,2,1,2,3,1,2,3,1,1,1,4,5,1,1,3,1,3,5,5,61,85,40,53,40,49,85,52,69,51,33,52,63,28,3,4,3,1,2,1,1,2,2,1,1,1,1,5,1,1,5,35,15,55,45,0,50,70,60,0,2,5,1,1,5,2,2,1,6,1,1,3,3,2,50,50,0,7,2,3,2,2,2,2,4,4,4,2,2,2,1,1,2,1,2,2,1,3,9,5,2,2,2,55,3,7,6,2,7,4,2,4,1,1,5,2,3,2,2,2,5,5,4,3,1,1,5,2,2,3,3,1,2,3,"NY",2,1,2,1,1,4,1,1,2,1,6,70,5,3,3,2,4,5,1,0,1,2,1,1,2,2,2,5,0,5,1,2,5,1,2,2,2,1,2,5,1,1,7,1,1,4,5,6,3,4,6,1,2,1,1,3,8,2,1,3,1,3,8,3,4,3,5,3,3,3,2,2,2,3,3,3,2,1,1,3,4,1,2,2,1,1,1,3,1,2,1,1,3,3,8,3,8,2,2,2,3,1,1,3,4,4,4,4,2,1,1,1,2,2,1,1,1,7,2,1,50,51,81,5,4,4,4,3,1,2,1,1,1,2
"3023",0,0,0,0.6,0.614,0.614,0.614,4,0,0,9,0,1,9,9,6,1,3,2,2,3,1,1,3,2,1,5,3,1,2,4,4,2,0,0,30,97,85,0,97,97,0,85,30,50,60,85,49,99,1,2,1,2,1,2,2,1,1,1,1,2,2,1,5,5,1,43,93,50,50,85,50,0,50,97,1,1,1,5,1,2,2,4,7,1,3,3,3,1,50,0,50,1,1,1,NA,3,1,1,4,4,1,4,2,1,1,1,1,1,1,2,1,1,4,NA,2,2,2,6,1,1,1,2,2,4,6,4,1,3,1,2,5,1,3,1,5,3,3,3,1,1,1,3,2,1,1,1,1,1,"FL",2,1,2,1,5,4,1,2,2,1,6,70,1,1,5,3,1,5,5,1,1,1,1,1,2,2,2,5,0,1,4,5,2,5,1,1,1,1,2,4,3,2,4,3,3,7,7,7,1,7,7,1,1,1,1,8,0,1,1,1,1,8,0,2,5,2,2,5,5,5,5,1,1,1,1,1,1,4,2,2,3,1,1,3,1,2,3,7,4,1,2,5,2,3,0,5,5,1,3,2,3,3,3,3,3,2,5,5,4,2,2,2,3,2,1,2,1,7,2,1,50,30,85,4,3,3,3,3,3,2,1,2,1,1
"3024",0,0,0,0.745,0.763,0.763,0.763,4,0,0,9,0,1,9,9,5,2,3,2,2,3,2,1,2,2,1,1,3,1,1,3,1,4,0,0,85,97,85,65,70,97,51,50,75,50,0,55,61,60,1,4,3,1,1,1,1,2,2,1,2,1,1,5,1,1,1,50,23,51,51,22,51,77,50,30,2,1,1,5,1,2,2,2,5,1,1,1,3,2,25,50,0,2,2,3,2,2,1,2,3,4,1,2,2,2,1,1,1,1,2,1,1,4,9,1,2,2,2,39,2,4,4,2,3,3,5,5,1,2,3,1,4,5,3,3,5,3,3,3,1,1,3,3,2,1,3,1,1,1,"WV",2,1,2,1,5,4,1,1,2,2,6,85,5,2,4,3,3,5,1,0,1,2,2,1,1,1,2,1,0,5,3,3,5,1,2,2,1,2,2,5,3,4,4,5,2,5,5,4,6,3,3,1,1,1,1,6,5,1,1,2,2,0,5,5,4,4,5,3,3,3,3,2,2,3,3,3,2,2,2,3,5,1,1,2,1,2,2,4,4,3,1,1,2,2,5,4,7,1,2,4,3,1,1,3,4,3,4,3,1,1,2,2,2,1,1,1,3,7,1,1,50,60,100,1,3,4,2,2,3,1,1,1,1,1
"3025",0,0,0,1.976,2.041,2.041,2.041,4,0,0,9,0,1,9,9,1,2,1,2,3,4,2,1,1,2,4,5,5,1,2,2,6,1,5,5,60,97,50,50,50,50,50,89,50,70,15,40,50,50,3,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,5,43,23,50,50,15,50,70,50,60,2,5,5,5,5,2,2,6,2,1,1,1,3,1,25,0,0,2,2,3,2,2,2,2,4,4,3,4,2,1,1,1,1,1,1,1,1,1,9,5,2,2,2,49,3,1,5,2,4,4,4,1,2,5,3,2,2,2,2,2,5,3,3,3,1,1,5,1,2,2,1,1,1,2,"AZ",2,1,2,5,5,4,1,1,2,2,5,70,4,3,3,3,4,1,1,0,1,1,2,3,2,2,2,1,0,2,2,4,2,1,2,1,2,1,4,7,4,5,1,2,6,4,4,1,4,6,3,4,1,2,1,5,5,1,2,2,2,0,10,5,4,2,5,2,3,3,3,2,2,3,3,1,2,3,2,1,2,3,4,2,2,2,2,4,4,2,2,5,2,4,8,2,9,2,2,3,1,1,3,1,2,3,2,4,4,2,2,2,4,1,1,2,1,7,2,1,40,100,60,1,1,1,1,2,1,2,1,1,1,2
"3026",0,0,0,0.703,0.721,0.721,0.721,4,0,0,9,0,1,9,9,5,1,1,2,3,3,2,3,3,2,1,5,4,1,1,1,4,1,0,0,52,17,1,69,3,70,60,97,42,51,0,30,32,22,3,2,3,1,2,1,1,2,2,2,2,1,1,5,1,1,5,46,7,43,7,2,0,89,86,2,2,5,1,1,1,2,2,1,4,1,1,1,2,2,100,50,0,2,2,3,2,2,2,2,4,4,3,2,2,2,1,1,1,1,2,2,1,3,9,5,2,2,2,83,3,6,6,1,6,2,3,4,1,2,5,2,2,4,2,4,5,3,3,5,1,5,5,3,3,2,2,2,3,3,"KY",2,1,2,1,5,4,1,1,2,1,6,71,5,5,1,1,1,5,1,0,1,2,2,3,2,2,2,5,1,1,1,5,5,1,3,2,2,1,1,7,4,1,6,2,2,6,4,5,3,6,5,2,1,1,1,0,0,1,1,2,3,10,0,5,5,4,5,1,1,3,1,2,2,3,3,1,2,3,1,3,4,1,1,1,1,2,3,2,2,2,1,1,2,1,6,10,10,1,2,3,1,3,1,3,5,1,2,5,1,2,2,2,1,2,1,2,1,7,2,1,29,51,85,1,1,1,1,2,3,1,1,2,1,1
"3027",0,0,0,1.376,1.423,1.423,1.423,4,0,0,9,0,1,9,9,6,1,1,2,2,4,2,1,3,2,2,5,3,1,1,7,4,1,0,0,30,0,30,60,40,70,70,70,30,97,15,50,55,35,3,3,2,1,2,1,1,2,2,1,1,1,1,5,1,1,5,33,33,43,23,15,15,50,70,15,2,5,1,1,1,2,2,2,6,1,1,1,2,2,50,50,0,1,2,3,2,2,2,2,4,4,4,2,2,1,2,1,1,1,2,2,1,5,9,5,2,2,2,64,3,4,4,2,5,3,4,7,2,5,5,2,2,3,4,2,5,1,1,3,1,1,5,2,2,2,2,1,1,2,"AZ",1,1,1,1,5,2,1,1,1,1,2,60,4,2,3,2,3,5,5,0,1,2,2,1,2,2,2,5,0,3,3,3,3,1,2,1,1,1,2,2,1,1,6,2,1,5,4,5,2,6,4,2,1,1,1,4,8,2,1,3,1,1,5,4,5,4,5,3,5,4,4,2,2,3,1,4,2,2,2,2,3,1,1,2,1,2,2,4,4,2,1,1,2,2,7,0,7,2,4,2,1,3,1,1,4,3,3,4,2,2,2,2,2,1,1,2,1,7,1,1,30,50,50,3,4,3,2,3,3,1,1,1,1,1
"3028",0,0,0,0.42,0.43,0.43,0.43,4,0,0,9,0,1,9,9,4,2,1,2,3,3,1,2,1,2,3,5,5,1,2,3,1,4,5,5,50,85,50,50,85,70,40,50,50,97,40,60,63,73,1,3,1,2,1,2,2,1,1,1,2,2,2,1,5,5,1,35,85,50,50,70,50,0,50,70,1,1,1,5,5,2,1,4,4,1,1,1,1,3,0,100,0,1,2,3,1,1,1,2,1,2,4,1,2,1,1,1,1,1,1,2,5,7,1,NA,2,2,2,49,3,1,7,1,4,4,5,4,2,5,3,3,2,4,2,1,5,1,2,3,1,1,5,1,1,1,1,1,1,2,"FL",2,1,2,5,1,4,1,2,2,1,6,85,2,1,5,5,1,5,1,0,1,1,1,1,2,2,2,5,0,4,2,5,4,3,2,2,1,1,4,4,4,4,6,4,4,4,4,4,2,4,4,1,2,1,2,8,4,1,1,2,2,5,1,3,4,2,4,4,5,4,5,1,1,3,3,2,1,2,2,2,3,1,1,2,1,2,3,7,4,4,1,1,1,1,5,5,5,2,4,3,3,3,3,3,3,5,2,3,2,1,2,2,4,2,1,2,1,7,2,1,50,50,70,3,3,3,3,2,1,2,1,2,1,2
"3029",0,0,0,2.286,2.363,2.363,2.363,4,0,0,9,0,1,9,9,4,1,1,2,2,4,2,4,1,2,1,5,3,1,2,1,1,3,5,5,40,40,15,85,25,50,65,50,30,70,15,15,45,30,3,4,2,1,1,1,1,2,2,1,1,1,1,5,1,1,5,30,20,25,25,0,0,60,50,0,2,5,1,1,1,2,2,2,5,1,1,3,3,2,50,50,0,2,2,3,2,2,2,2,4,4,3,2,2,2,1,1,1,1,2,2,1,7,9,5,2,2,2,84,3,7,5,2,5,1,3,5,2,5,5,2,2,5,1,2,5,3,3,1,1,5,3,2,1,3,3,3,3,3,"AZ",2,1,2,1,5,4,1,1,2,1,6,30,5,4,3,1,2,1,1,0,1,2,2,3,1,2,1,5,5,5,1,2,5,1,3,1,2,1,2,3,2,1,6,2,1,5,5,5,4,4,5,3,1,2,1,1,7,1,2,3,2,0,6,4,5,3,5,3,4,3,4,2,2,3,3,3,2,2,1,3,4,2,3,2,1,2,1,3,4,2,2,5,2,1,8,1,7,1,2,3,3,1,1,3,4,2,4,4,2,2,2,2,2,1,1,1,7,7,2,1,50,60,100,4,4,4,4,3,1,2,1,1,1,1
"3030",0,0,0,0.741,0.758,0.758,0.758,4,0,0,9,0,1,9,9,7,1,1,2,4,3,2,1,3,2,1,3,6,1,1,1,6,1,0,0,40,30,30,60,40,85,60,50,30,60,0,30,50,40,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,28,63,60,40,40,50,15,70,0,2,5,1,5,1,2,2,1,7,1,1,2,2,3,100,100,0,1,2,3,2,2,2,2,4,4,5,4,1,1,1,1,1,1,1,2,1,3,9,5,2,2,2,64,3,5,6,2,6,3,1,7,1,1,5,3,1,5,1,2,5,5,4,3,1,1,5,2,3,2,2,1,1,3,"KY",2,1,2,1,5,4,1,1,2,1,6,40,5,1,5,1,4,5,5,0,1,2,1,1,2,2,2,5,1,2,1,4,4,1,3,1,2,1,1,1,1,1,7,1,1,7,4,7,3,7,4,2,1,1,1,4,6,2,1,3,2,2,4,3,5,2,5,4,5,3,3,2,2,3,3,3,2,1,1,2,3,1,1,2,1,2,3,7,4,2,1,1,1,2,5,0,10,1,2,2,3,3,1,3,4,4,2,4,3,2,2,2,2,1,1,1,1,7,2,1,50,40,85,3,4,3,3,2,3,1,1,2,1,1
"3031",0,0,0,1.564,1.602,1.602,1.602,4,0,0,9,0,1,9,9,3,1,1,2,2,3,1,2,1,2,1,4,3,1,2,7,4,1,5,5,62,60,78,42,30,51,15,70,30,76,29,61,23,58,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,5,1,15,65,45,65,30,60,0,30,70,1,1,1,5,1,2,2,3,6,2,1,3,2,3,75,100,50,1,1,1,NA,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,3,4,NA,2,2,2,31,1,3,6,2,7,4,3,5,2,5,1,3,5,3,5,1,5,1,2,1,1,1,3,1,1,3,3,2,1,3,"FL",1,1,1,1,5,1,3,2,2,2,1,70,2,4,2,2,4,1,5,1,1,1,1,1,2,2,2,5,0,4,2,2,3,1,2,1,1,1,2,4,3,2,4,4,4,6,7,7,1,7,7,2,1,1,2,6,2,1,1,2,2,7,0,4,3,2,4,3,5,5,5,2,2,3,1,2,1,4,1,1,2,1,1,3,1,2,2,4,4,1,1,1,1,4,4,2,9,2,2,3,1,3,1,1,5,3,3,4,3,1,2,2,4,1,1,2,1,7,2,1,70,77,50,4,5,3,3,2,2,2,1,1,2,2
"3032",0,0,0,0.741,0.758,0.758,0.758,4,0,0,9,0,1,9,9,6,2,1,2,2,3,1,2,3,2,1,2,2,1,1,5,1,4,0,0,50,62,71,61,85,88,84,50,76,1,72,78,85,51,2,1,3,1,1,2,2,1,2,1,1,2,2,1,5,5,1,63,73,97,20,85,61,40,50,70,1,1,5,1,1,2,1,5,2,2,1,2,2,3,100,100,50,1,2,3,1,1,2,2,2,2,5,1,2,2,2,1,1,1,3,1,1,3,1,5,2,2,2,44,3,4,7,2,4,2,7,7,1,3,3,1,1,5,1,2,5,3,3,3,1,5,5,2,2,2,1,1,1,2,"NC",2,1,2,1,1,4,1,2,2,1,6,85,4,1,2,2,2,1,1,0,2,1,1,1,1,2,1,5,0,2,2,2,4,1,1,2,1,1,1,6,5,6,6,6,6,7,7,5,4,4,2,1,2,1,2,7,6,1,1,1,2,8,5,1,1,1,2,4,3,3,3,1,2,1,2,2,1,2,1,2,3,1,1,2,1,1,3,7,4,2,2,5,1,2,7,6,5,1,2,2,3,1,1,3,5,2,4,5,2,1,2,2,2,2,2,1,1,7,2,1,1,51,85,1,1,1,1,2,3,1,1,2,1,2
"3033",0,0,0,2.452,2.51,2.51,2.51,4,0,0,9,0,1,9,9,3,2,2,2,2,1,2,2,1,2,4,5,3,1,2,7,1,4,1,5,40,40,15,60,40,85,50,60,15,70,30,0,45,45,2,1,1,2,2,2,2,2,2,2,2,2,2,5,1,5,1,50,50,91,23,50,57,50,51,50,2,1,1,5,5,2,1,4,4,1,1,3,3,1,50,0,0,1,2,3,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,1,5,7,5,5,2,2,2,71,3,1,1,1,1,4,4,1,2,5,3,3,5,5,5,5,1,5,5,5,1,1,1,3,1,1,1,1,1,1,"NY",2,1,2,1,5,4,1,2,2,2,5,60,5,3,4,2,1,5,1,0,1,1,1,1,1,1,1,5,3,5,3,3,4,1,1,2,1,1,1,4,5,3,4,1,4,7,7,7,4,1,4,2,2,1,2,0,0,2,1,2,1,10,5,5,5,3,5,4,5,5,5,2,1,1,3,1,2,1,2,3,4,1,1,1,1,2,2,4,1,1,2,4,3,4,4,10,2,2,5,5,3,1,1,1,3,3,2,3,1,2,2,2,2,2,2,2,1,7,2,1,40,40,60,6,3,3,7,2,1,2,1,1,1,2
"3034",0,0,0,0.782,0.808,0.808,0.808,4,0,0,9,0,1,9,9,2,1,1,2,4,4,2,3,1,2,4,5,6,1,2,1,4,1,5,5,40,35,40,30,55,75,20,75,10,75,75,75,38,68,1,2,3,2,1,1,2,1,1,1,1,2,2,1,5,5,1,45,95,50,55,90,55,0,45,95,1,1,1,1,1,2,2,2,7,1,2,1,1,1,0,0,25,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,7,1,1,2,2,2,44,1,3,3,2,2,4,5,3,2,5,1,3,4,2,4,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,"CA",1,1,1,1,5,1,1,1,1,1,1,85,1,1,5,3,2,5,1,0,1,1,1,3,2,2,2,5,1,1,5,5,2,1,1,1,2,1,2,4,1,2,5,2,2,6,7,7,3,7,6,2,2,1,1,6,3,2,1,1,2,8,0,2,3,1,2,3,5,5,5,1,1,2,1,2,1,4,1,1,2,1,1,3,2,2,3,6,4,2,2,5,2,3,4,2,9,2,3,1,1,1,1,1,4,2,4,4,3,1,2,2,1,1,1,1,1,7,2,1,75,45,75,4,4,4,4,3,1,2,1,1,1,1
"3035",0,0,0,0.661,0.683,0.683,0.683,4,0,0,9,0,1,9,9,3,2,2,2,3,4,2,2,2,2,4,5,5,5,2,2,1,3,0,0,15,85,70,60,0,97,0,60,50,69,70,97,0,50,2,1,2,1,1,1,1,2,2,1,1,2,2,5,1,5,1,0,50,0,50,0,0,0,0,50,2,5,5,5,5,2,1,7,7,1,1,1,1,1,0,0,0,1,1,2,NA,3,1,2,4,4,1,4,2,2,1,1,1,1,2,1,1,2,4,NA,2,2,2,44,2,1,1,1,1,4,7,1,2,5,1,3,2,1,1,2,5,3,3,3,1,5,3,2,2,1,1,2,1,1,"CA",1,2,2,1,5,4,1,2,2,2,1,50,4,1,5,3,1,1,1,1,1,1,1,1,2,2,2,5,0,3,2,4,2,3,1,1,1,1,1,7,7,7,1,7,7,7,7,7,1,7,7,2,2,1,2,10,0,2,1,2,3,10,0,5,5,4,5,5,5,5,1,2,2,3,3,1,2,4,2,2,3,1,1,2,3,2,2,4,2,2,1,2,2,3,10,10,0,2,5,3,1,3,1,3,5,3,2,5,3,2,2,1,3,1,1,1,1,1,1,1,70,0,85,2,3,1,3,3,3,1,1,2,2,1
"3036",0,0,0,1.172,1.2,1.2,1.2,4,0,0,9,0,1,9,9,5,3,3,2,2,1,2,1,4,2,4,5,2,5,2,5,4,2,0,0,70,69,71,61,97,97,0,97,97,84,97,51,49,99,1,3,1,2,1,2,2,1,1,1,1,2,2,1,5,5,5,28,78,55,45,55,50,0,60,97,1,5,5,5,5,2,1,4,3,2,1,1,2,1,50,0,50,1,2,3,1,1,2,1,2,1,1,4,1,2,1,1,1,1,2,2,5,7,9,5,2,2,2,44,1,1,4,2,4,4,7,4,1,3,1,1,2,1,2,1,1,3,3,3,1,1,5,2,1,1,1,1,1,1,"NY",2,1,2,1,5,4,1,2,1,1,6,97,1,1,1,5,1,1,1,0,1,1,1,3,1,1,1,1,0,2,2,1,4,3,1,1,1,1,1,4,2,2,5,1,3,6,7,1,6,2,2,1,2,1,1,10,5,1,1,2,2,10,4,1,2,2,1,5,5,5,5,1,1,1,2,2,2,3,2,2,3,1,1,2,2,1,1,2,1,1,1,1,3,3,10,10,5,2,3,1,3,3,3,3,5,4,4,5,1,2,2,2,4,2,2,2,1,7,1,1,70,65,86,4,3,5,3,2,3,1,3,1,2,1
"3037",0,0,0,0.693,0.71,0.71,0.71,4,0,0,9,0,1,9,9,2,2,3,2,3,3,1,4,1,2,1,5,5,5,1,1,6,1,5,5,15,15,40,70,40,70,60,85,15,85,15,70,50,40,3,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,45,35,73,38,30,60,60,85,40,2,1,1,1,1,2,2,2,5,1,1,1,1,2,0,50,0,2,2,3,2,2,2,2,4,4,4,2,2,1,1,1,1,1,1,2,1,3,9,5,2,2,2,64,3,5,6,2,6,3,2,5,2,5,5,2,2,4,1,4,5,3,3,3,1,1,5,1,1,2,2,1,2,3,"VA",2,1,2,1,5,4,1,1,2,1,6,70,5,3,4,3,2,5,1,0,1,1,1,3,2,2,2,5,1,5,1,1,5,1,1,1,3,2,2,3,1,2,6,1,2,6,6,6,3,6,5,2,1,1,1,2,6,1,2,3,1,0,7,3,5,3,5,2,4,4,3,1,1,3,2,3,2,3,1,3,5,1,1,2,1,2,1,3,4,2,1,1,1,1,7,2,8,1,2,2,3,3,1,3,4,3,2,3,2,2,2,2,4,1,1,2,1,7,2,1,60,70,70,3,4,2,1,2,1,1,1,2,1,1
"3038",0,0,0,0.814,0.832,0.832,0.832,4,0,0,9,0,1,9,9,7,1,1,2,4,1,2,5,3,2,3,4,6,5,1,1,6,1,0,0,60,60,97,40,97,85,70,85,40,85,50,97,84,64,1,2,3,2,1,1,2,1,1,1,1,2,2,1,5,5,1,64,84,50,70,97,70,30,30,85,1,1,1,1,1,2,2,2,6,1,2,2,2,3,100,100,25,1,2,3,1,1,1,2,1,2,3,1,1,2,1,1,1,2,2,2,1,7,1,1,1,2,1,20,1,4,2,2,3,4,7,5,1,2,1,3,4,2,2,1,5,1,2,1,1,1,3,2,2,1,1,1,1,2,"MA",1,2,2,1,5,1,1,1,1,1,1,70,2,1,5,5,1,1,1,0,1,1,1,3,1,1,2,5,1,1,2,4,4,3,1,2,2,2,2,5,2,2,7,2,2,7,7,7,1,7,5,2,2,1,2,8,4,1,1,3,2,10,0,1,1,1,3,2,5,4,4,1,1,1,1,3,1,3,1,1,2,1,2,3,1,2,3,6,4,1,2,4,1,1,2,2,8,2,2,2,1,3,1,1,5,3,4,5,1,1,1,1,1,1,1,1,1,1,2,1,60,70,100,4,4,4,4,3,3,2,1,1,1,1
"3039",0,0,0,0.881,0.901,0.901,0.901,4,0,0,9,0,1,9,9,4,1,1,2,4,3,1,4,1,2,4,5,6,1,1,1,6,1,5,5,60,50,85,30,70,85,15,90,30,80,30,85,43,78,1,3,3,2,1,1,2,1,1,1,1,1,2,1,5,5,1,43,78,50,70,70,70,15,30,85,1,1,1,1,1,2,2,2,6,1,2,1,1,2,0,50,25,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,21,1,1,4,2,1,4,6,1,2,5,1,3,3,2,3,3,1,1,2,3,1,1,3,2,2,1,1,1,2,2,"GA",2,1,2,1,5,4,1,1,2,1,5,70,2,2,4,4,1,5,1,0,1,1,2,1,2,2,2,5,1,2,3,3,3,1,1,1,3,1,2,4,2,2,6,4,2,5,3,6,2,6,5,2,1,2,2,7,3,2,1,2,1,7,2,3,2,2,3,3,4,5,5,1,1,3,1,3,1,3,1,1,2,1,1,2,1,2,3,6,4,1,1,1,1,1,2,2,9,2,3,3,3,3,1,1,5,2,3,5,3,2,2,2,2,1,1,1,1,7,2,1,70,60,60,2,2,2,2,3,1,1,1,1,1,1
